,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer,vehicle_age_at_incident_date,incident_time_of_day
68,128,30,500533,1994-02-11,OH,100/300,1000,1061.33,0,478575,MALE,MD,machine-op-inspct,movies,own-child,43300,-66200,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,5783 Oak Ave,8,1,NO,0,3,NO,68530,12460,6230,49840,Audi,A5,1997,N,Young Adult,Established Client,10.666666666666666,11320.853333333333,-57209.14666666667,18,day
69,338,49,348209,1994-02-22,IN,500/1000,1000,1279.08,0,449718,MALE,MD,other-service,kayaking,own-child,0,-51500,2015-02-27,Parked Car,?,Minor Damage,None,NC,Riverwood,7721 Washington Ridge,13,1,NO,0,1,?,4300,860,860,2580,Ford,F150,2004,N,Middle Aged,Long-Term Client,28.166666666666668,36027.42,31727.42,11,day
70,271,42,486676,2011-08-15,OH,100/300,500,1105.49,0,463181,FEMALE,Associate,prof-specialty,sleeping,own-child,56200,-50000,2015-02-20,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Hillsdale,8006 Maple Hwy,12,2,?,2,3,?,68310,12420,6210,49680,Audi,A3,2003,Y,Middle Aged,Long-Term Client,22.583333333333332,24965.649166666666,-43344.35083333333,12,day
71,222,41,260845,1998-11-11,OH,100/300,2000,1055.53,0,441992,FEMALE,MD,armed-forces,cross-fit,not-in-family,37800,-50300,2015-02-08,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,6751 Pine Ridge,7,1,NO,0,2,NO,61290,6810,6810,47670,Honda,Civic,1995,Y,Middle Aged,Long-Term Client,18.5,19527.304999999997,-41762.69500000001,20,early morning
72,199,41,657045,1995-12-04,OH,250/500,1000,895.83,0,452597,FEMALE,Associate,sales,paintball,husband,0,0,2015-02-11,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,2324 Texas Ridge,10,1,NO,1,2,NO,30100,3010,0,27090,Chevrolet,Malibu,1999,N,Middle Aged,Long-Term Client,16.583333333333332,14855.8475,-15244.1525,16,day
73,215,37,761189,2002-12-28,IN,100/300,500,1632.93,0,614417,FEMALE,College,transport-moving,golf,not-in-family,0,-42900,2015-02-23,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,7923 Elm Ave,7,3,NO,2,0,YES,57120,9520,4760,42840,Mercedes,C300,2002,N,Middle Aged,Long-Term Client,17.916666666666668,29256.662500000002,-27863.337499999998,13,early morning
74,192,40,175177,2004-04-15,IL,100/300,1000,1405.99,0,472895,FEMALE,Associate,sales,yachting,wife,0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Springfield,4755 Best Lane,18,3,YES,1,0,YES,42930,9540,4770,28620,BMW,X6,2005,N,Middle Aged,Long-Term Client,16.0,22495.84,-20434.16,10,evening
75,120,35,116700,2001-02-02,OH,100/300,1000,1425.54,0,475847,FEMALE,High School,transport-moving,bungie-jumping,other-relative,78300,0,2015-01-15,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,5053 Tree Drive,22,3,NO,2,0,NO,51210,11380,5690,34140,Ford,Fusion,2010,N,Middle Aged,Established Client,10.0,14255.4,-36954.6,5,night
76,270,45,166264,2010-01-12,OH,500/1000,1000,1038.09,0,476978,FEMALE,College,handlers-cleaners,golf,husband,0,-19700,2015-01-14,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Springfield,2078 3rd Ave,18,3,NO,1,1,YES,89400,14900,7450,67050,Suburu,Legacy,1998,N,Middle Aged,Long-Term Client,22.5,23357.024999999998,-66042.975,17,evening
77,319,47,527945,1992-04-14,IN,250/500,500,1307.11,0,600648,MALE,College,transport-moving,dancing,not-in-family,0,0,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbrook,2804 Best St,22,3,NO,0,2,?,59730,10860,10860,38010,Audi,A3,2005,N,Middle Aged,Long-Term Client,26.583333333333332,34747.340833333335,-24982.659166666665,10,night
78,194,39,627540,2010-05-21,OH,500/1000,1000,1489.24,6000000,608335,FEMALE,JD,other-service,kayaking,wife,0,-45000,2015-01-24,Vehicle Theft,?,Minor Damage,None,SC,Springfield,7877 Sky Lane,15,1,YES,2,2,YES,8060,1240,1240,5580,Saab,95,2004,N,Middle Aged,Long-Term Client,16.166666666666668,24076.04666666667,16016.046666666669,11,day
79,227,38,279422,2013-10-27,OH,500/1000,500,976.67,0,471600,FEMALE,PhD,handlers-cleaners,polo,unmarried,0,0,2015-01-21,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,6530 Weaver Ave,16,1,?,1,2,?,72200,14440,7220,50540,BMW,M5,2013,Y,Middle Aged,Long-Term Client,18.916666666666668,18475.340833333332,-53724.659166666665,2,day
80,137,31,484200,1994-10-12,OH,250/500,2000,1340.43,0,441175,MALE,High School,exec-managerial,paintball,husband,52700,-40600,2015-02-19,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Arlington,3087 Oak Hwy,6,3,NO,1,2,NO,50800,10160,10160,30480,Accura,MDX,2005,N,Middle Aged,Established Client,11.416666666666666,15303.2425,-35496.7575,10,early morning
81,244,38,645258,1997-07-04,OH,500/1000,2000,1267.81,5000000,603123,FEMALE,Masters,exec-managerial,video-games,wife,0,0,2015-01-03,Vehicle Theft,?,Trivial Damage,None,NC,Northbrook,7098 Lincoln Hwy,10,1,?,2,1,?,6600,660,1320,4620,Accura,TL,2005,N,Middle Aged,Long-Term Client,20.333333333333332,25778.80333333333,19178.80333333333,10,day
82,78,29,694662,2011-02-15,IL,250/500,1000,1234.2,6000000,457767,MALE,Masters,other-service,bungie-jumping,other-relative,0,0,2015-01-29,Vehicle Theft,?,Minor Damage,Police,NY,Northbrook,5124 Maple St,3,1,YES,2,2,NO,7500,750,1500,5250,Nissan,Maxima,2002,N,Young Adult,Established Client,6.5,8022.300000000001,522.3000000000011,13,night
83,200,35,960680,1994-08-21,IN,250/500,2000,1318.06,0,618498,MALE,High School,exec-managerial,video-games,wife,57300,-80600,2015-01-19,Vehicle Theft,?,Trivial Damage,None,VA,Hillsdale,2333 Maple Lane,13,1,NO,0,3,YES,6490,1180,1180,4130,Volkswagen,Jetta,2002,N,Middle Aged,Long-Term Client,16.666666666666668,21967.666666666664,15477.666666666664,13,day
84,284,48,498140,1997-05-15,IN,500/1000,2000,769.95,0,605486,MALE,Masters,prof-specialty,movies,not-in-family,0,-44200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1012 5th Lane,16,2,?,2,3,NO,60940,5540,11080,44320,Audi,A3,2013,Y,Middle Aged,Long-Term Client,23.666666666666668,18222.15,-42717.85,2,day
85,275,41,498875,1996-10-26,OH,100/300,2000,1514.72,0,617970,MALE,High School,transport-moving,board-games,own-child,35700,0,2015-02-02,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,7477 MLK Drive,13,3,YES,0,1,?,58300,5830,11660,40810,Suburu,Legacy,2007,N,Middle Aged,Long-Term Client,22.916666666666668,34712.333333333336,-23587.666666666664,8,day
86,153,34,798177,2006-03-04,IL,500/1000,1000,873.64,4000000,432934,FEMALE,Associate,priv-house-serv,yachting,husband,800,0,2015-01-30,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Columbus,9489 3rd St,9,3,NO,2,1,?,68400,11400,11400,45600,Ford,F150,2007,N,Middle Aged,Long-Term Client,12.75,11138.91,-57261.09,8,day
87,134,32,614763,1991-01-02,IL,500/1000,500,1612.43,0,456762,FEMALE,MD,other-service,yachting,own-child,36400,0,2015-01-08,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Springfield,2087 Apache Ave,2,1,?,2,1,YES,64240,11680,11680,40880,BMW,3 Series,2015,N,Middle Aged,Established Client,11.166666666666666,18005.468333333334,-46234.53166666666,0,night
88,31,36,679370,1999-08-15,IL,500/1000,2000,1318.24,9000000,601748,FEMALE,College,prof-specialty,kayaking,not-in-family,0,-78600,2015-01-30,Parked Car,?,Trivial Damage,None,WV,Arlington,5540 Sky St,9,1,NO,0,1,YES,4700,940,470,3290,Dodge,Neon,2002,N,Middle Aged,Established Client,2.5833333333333335,3405.4533333333334,-1294.5466666666666,13,day
89,41,25,958857,1992-01-15,IN,100/300,1000,1226.83,0,607763,FEMALE,College,exec-managerial,exercise,not-in-family,0,-56100,2015-01-07,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Columbus,7238 2nd St,12,3,YES,2,0,?,45120,0,5640,39480,Accura,MDX,2011,Y,Young Adult,Established Client,3.4166666666666665,4191.669166666667,-40928.33083333333,4,day
90,127,29,686816,1999-12-07,OH,250/500,2000,1326.44,5000000,436973,FEMALE,High School,sales,board-games,own-child,0,0,2015-02-24,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Arlington,8442 Britain Hwy,12,2,YES,1,1,?,66950,10300,10300,46350,Saab,93,1995,N,Young Adult,Established Client,10.583333333333334,14038.156666666668,-52911.84333333333,20,day
91,61,23,127754,1993-06-06,IL,250/500,2000,1136.83,4000000,471300,FEMALE,Associate,tech-support,exercise,own-child,0,-62400,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Columbus,1331 Britain Hwy,14,1,NO,0,3,?,98340,8940,17880,71520,Honda,Accord,2004,Y,Young Adult,Established Client,5.083333333333333,5778.885833333333,-92561.11416666667,11,day
92,207,42,918629,2000-10-03,IL,250/500,2000,1322.78,0,453277,MALE,PhD,farming-fishing,yachting,own-child,55200,0,2015-02-28,Parked Car,?,Trivial Damage,None,WV,Springfield,5260 Francis Drive,9,1,NO,0,1,NO,5900,590,590,4720,BMW,X5,2007,N,Middle Aged,Long-Term Client,17.25,22817.955,16917.955,8,day
93,219,43,731450,2010-12-29,IN,100/300,1000,1483.25,0,465100,FEMALE,MD,exec-managerial,exercise,not-in-family,90700,-20800,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Riverwood,1135 Solo Lane,3,3,NO,1,1,?,70680,5890,11780,53010,Ford,Fusion,2009,N,Middle Aged,Long-Term Client,18.25,27069.3125,-43610.6875,6,night
94,271,42,307447,1990-03-17,IL,100/300,500,1515.3,0,603248,FEMALE,High School,machine-op-inspct,hiking,not-in-family,0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Northbend,9737 Solo Hwy,21,3,NO,1,0,NO,93720,17040,8520,68160,Mercedes,ML350,2005,N,Middle Aged,Long-Term Client,22.583333333333332,34220.524999999994,-59499.475000000006,10,evening
95,80,25,992145,2012-03-01,IL,100/300,2000,1075.18,5000000,601112,FEMALE,PhD,armed-forces,exercise,husband,67700,-58400,2015-02-21,Vehicle Theft,?,Minor Damage,None,OH,Northbrook,3289 Britain Drive,5,1,NO,2,0,YES,6930,1260,630,5040,Toyota,Highlander,2001,N,Young Adult,Established Client,6.666666666666667,7167.866666666668,237.8666666666677,14,early morning
96,325,47,900628,2006-02-05,IN,500/1000,1000,1690.27,0,438830,FEMALE,Associate,protective-serv,hiking,not-in-family,61500,0,2015-01-14,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,6550 Andromedia St,11,1,YES,0,3,NO,72930,6630,6630,59670,Dodge,RAM,2006,Y,Middle Aged,Long-Term Client,27.083333333333332,45778.14583333333,-27151.85416666667,9,day
97,29,25,235220,2014-11-01,IL,250/500,2000,1352.83,0,464959,MALE,Masters,farming-fishing,skydiving,own-child,0,-71700,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,1679 2nd Hwy,4,4,YES,1,2,YES,64890,7210,7210,50470,Nissan,Pathfinder,2013,Y,Young Adult,Established Client,2.4166666666666665,3269.3391666666666,-61620.660833333335,2,night
98,295,48,740019,2009-06-17,OH,250/500,1000,1148.73,0,439787,FEMALE,College,machine-op-inspct,kayaking,wife,0,0,2015-02-22,Parked Car,?,Trivial Damage,None,WV,Columbus,3998 Flute St,6,1,?,1,2,YES,5400,900,900,3600,Saab,95,1999,N,Middle Aged,Long-Term Client,24.583333333333332,28239.612500000003,22839.612500000003,16,early morning
99,239,42,246882,1999-09-20,IL,100/300,1000,969.5,0,464839,MALE,College,exec-managerial,reading,not-in-family,0,0,2015-01-26,Vehicle Theft,?,Trivial Damage,None,NC,Northbrook,2430 MLK Ave,10,1,NO,0,0,?,5600,700,700,4200,Audi,A3,2007,N,Middle Aged,Long-Term Client,19.916666666666668,19309.208333333336,13709.208333333336,8,day
100,269,41,797613,1990-10-19,IN,100/300,500,1463.82,0,448984,FEMALE,College,protective-serv,yachting,not-in-family,0,-72300,2015-01-24,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,7717 Britain Hwy,23,1,YES,0,0,?,79300,15860,15860,47580,Saab,92x,2007,N,Middle Aged,Long-Term Client,22.416666666666668,32813.965,-46486.035,8,night
101,80,27,193442,1996-08-05,IL,100/300,1000,1474.17,0,440327,FEMALE,College,tech-support,exercise,unmarried,0,0,2015-02-19,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,7773 Tree Hwy,13,1,YES,1,0,YES,52800,10560,5280,36960,Saab,95,2004,N,Young Adult,Established Client,6.666666666666667,9827.800000000001,-42972.2,11,day
102,279,41,389238,2001-06-06,IL,250/500,500,1497.35,0,460742,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300,-31700,2015-01-29,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,2199 Texas Drive,16,3,?,2,3,NO,28800,0,3600,25200,Ford,Fusion,2013,N,Middle Aged,Long-Term Client,23.25,34813.3875,6013.387499999997,2,day
103,165,33,760179,2007-03-25,OH,100/300,1000,1427.14,0,446895,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,2015-02-15,Parked Car,?,Minor Damage,Police,WV,Northbend,1028 Sky Lane,3,1,NO,1,1,NO,2970,330,330,2310,Toyota,Highlander,2008,N,Middle Aged,Long-Term Client,13.75,19623.175000000003,16653.175000000003,7,night
104,350,54,939905,2013-10-31,OH,500/1000,500,1495.1,0,609374,MALE,College,other-service,basketball,wife,50500,0,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,4154 Lincoln Hwy,15,3,NO,0,0,?,93480,15580,7790,70110,Chevrolet,Malibu,2014,N,Middle Aged,Long-Term Client,29.166666666666668,43607.08333333333,-49872.91666666667,1,day
105,295,49,872814,1992-06-13,IL,100/300,500,1141.62,0,451672,MALE,College,prof-specialty,kayaking,husband,34300,-24300,2015-01-01,Vehicle Theft,?,Minor Damage,None,WV,Columbus,8085 Andromedia St,4,1,YES,1,3,YES,4320,480,480,3360,Mercedes,E400,2002,N,Middle Aged,Long-Term Client,24.583333333333332,28064.824999999997,23744.824999999997,13,night
106,464,61,632627,1990-10-07,OH,500/1000,1000,1125.37,0,604450,FEMALE,Associate,prof-specialty,basketball,husband,0,-56400,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,4793 4th Ridge,6,3,?,0,2,YES,79800,6650,19950,53200,Saab,95,2000,Y,Elderly,Long-Term Client,38.666666666666664,43514.306666666664,-36285.693333333336,15,early morning
107,118,28,283414,1991-12-28,IN,500/1000,2000,1207.36,0,432896,FEMALE,High School,handlers-cleaners,camping,own-child,0,-57000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,7428 Sky Hwy,22,2,NO,1,0,?,74200,7420,14840,51940,Volkswagen,Passat,1997,N,Young Adult,Established Client,9.833333333333334,11872.373333333333,-62327.62666666666,18,night
108,298,47,163161,1998-11-11,IL,500/1000,2000,1338.5,0,618929,FEMALE,PhD,machine-op-inspct,basketball,other-relative,28800,0,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,2306 5th Lane,1,1,?,0,0,?,70590,10860,10860,48870,Saab,93,2000,Y,Middle Aged,Long-Term Client,24.833333333333332,33239.41666666667,-37350.58333333333,15,night
109,87,31,853360,2009-06-26,IN,500/1000,1000,1074.07,0,451312,FEMALE,Masters,sales,chess,husband,0,-47500,2015-01-27,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,3052 Weaver Ridge,16,3,NO,0,3,YES,60940,5540,11080,44320,Nissan,Ultima,2006,Y,Middle Aged,Established Client,7.25,7787.0075,-53152.9925,9,day
110,261,42,776860,2009-01-11,OH,250/500,500,1337.56,0,605141,FEMALE,College,prof-specialty,video-games,unmarried,0,0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,18,1,?,1,2,YES,74700,7470,14940,52290,Dodge,RAM,2010,N,Middle Aged,Long-Term Client,21.75,29091.929999999997,-45608.07000000001,5,evening
111,453,60,149367,2003-03-18,IN,100/300,500,1298.91,6000000,459504,MALE,PhD,craft-repair,dancing,unmarried,52600,-38800,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,7253 MLK St,0,1,YES,0,0,?,70000,14000,7000,49000,Ford,F150,2015,Y,Elderly,Long-Term Client,37.75,49033.8525,-20966.1475,0,night
112,210,41,395269,2012-11-02,IL,500/1000,500,1222.75,0,432781,MALE,High School,exec-managerial,polo,other-relative,0,-41000,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,1454 5th Ridge,12,3,?,2,0,NO,81070,14740,14740,51590,BMW,X5,2001,N,Middle Aged,Long-Term Client,17.5,21398.125,-59671.875,14,day
113,168,32,981123,2000-05-04,IN,100/300,1000,1059.52,0,452748,MALE,MD,protective-serv,camping,own-child,0,-40600,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,5622 Best Ridge,13,2,?,1,1,?,57720,14430,9620,33670,Saab,93,2007,N,Middle Aged,Long-Term Client,14.0,14833.28,-42886.72,8,day
114,390,51,143626,1999-09-29,OH,250/500,2000,1124.38,0,618316,MALE,Associate,armed-forces,reading,other-relative,0,0,2015-02-24,Vehicle Theft,?,Minor Damage,None,VA,Northbrook,4574 Britain Hwy,9,1,YES,1,1,YES,7080,1180,1180,4720,Ford,F150,2001,N,Middle Aged,Long-Term Client,32.5,36542.35,29462.35,14,day
115,258,46,648397,1999-03-09,IN,100/300,1000,1110.37,10000000,455365,MALE,MD,machine-op-inspct,hiking,other-relative,34400,-56800,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4539 Texas St,14,3,NO,0,1,?,47700,4770,9540,33390,Accura,MDX,1997,Y,Middle Aged,Long-Term Client,21.5,23872.954999999998,-23827.045000000002,18,day
116,107,31,154982,1991-02-13,IL,500/1000,2000,1374.22,0,470603,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000,-63100,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,8118 Elm Ridge,16,1,NO,0,3,NO,51260,9320,9320,32620,Suburu,Legacy,2002,N,Middle Aged,Established Client,8.916666666666666,12253.461666666666,-39006.53833333333,13,day
117,225,41,330591,1993-08-05,OH,500/1000,2000,1103.58,0,475292,MALE,High School,exec-managerial,exercise,unmarried,41200,-36200,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,3814 Britain Drive,20,3,?,2,2,NO,70400,6400,12800,51200,Toyota,Highlander,2011,Y,Middle Aged,Long-Term Client,18.75,20692.124999999996,-49707.875,4,evening
118,164,38,319232,1997-10-31,IL,250/500,2000,1269.76,0,467743,FEMALE,PhD,transport-moving,yachting,not-in-family,44300,0,2015-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4614 MLK Ave,4,1,NO,1,3,YES,90000,18000,9000,63000,Ford,Fusion,2015,N,Middle Aged,Long-Term Client,13.666666666666666,17353.386666666665,-72646.61333333334,0,night
119,245,39,531640,2001-04-21,OH,250/500,500,964.79,8000000,460675,FEMALE,Associate,adm-clerical,camping,husband,58000,0,2015-02-20,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1628 Best Drive,7,3,?,0,1,?,72820,13240,6620,52960,BMW,3 Series,2010,N,Middle Aged,Long-Term Client,20.416666666666668,19697.79583333333,-53122.20416666667,5,early morning
120,255,41,368050,2013-01-08,IL,500/1000,2000,1167.3,4000000,618123,MALE,High School,priv-house-serv,board-games,other-relative,0,0,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,8381 Solo Hwy,22,1,NO,2,0,?,69300,13860,13860,41580,Volkswagen,Passat,2000,N,Middle Aged,Long-Term Client,21.25,24805.124999999996,-44494.875,15,night
121,206,36,253791,2009-07-23,IL,500/1000,500,1625.45,4000000,607452,FEMALE,MD,other-service,video-games,other-relative,0,-53700,2015-01-23,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,2100 MLK St,11,1,NO,2,1,NO,76560,12760,12760,51040,Ford,Fusion,2008,Y,Middle Aged,Long-Term Client,17.166666666666668,27903.558333333334,-48656.441666666666,7,day
122,203,38,155724,1998-02-20,IL,250/500,500,1394.43,0,606352,FEMALE,Masters,other-service,skydiving,not-in-family,0,0,2015-01-31,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,5071 Flute Ridge,7,1,?,0,1,YES,55440,0,6160,49280,Nissan,Maxima,1999,Y,Middle Aged,Long-Term Client,16.916666666666668,23589.107500000002,-31850.892499999998,16,early morning
123,22,25,824540,2008-03-13,OH,250/500,2000,1053.24,0,603527,FEMALE,College,prof-specialty,movies,other-relative,51100,0,2015-01-05,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,7551 Britain Lane,0,4,YES,1,0,NO,77130,8570,17140,51420,Accura,MDX,1995,N,Young Adult,New Client,1.8333333333333333,1930.9399999999998,-75199.06,20,night
124,211,35,717392,1996-08-20,IL,100/300,500,1040.75,0,445601,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,2275 Best Lane,1,1,YES,1,1,?,42000,7000,7000,28000,BMW,X5,2011,N,Middle Aged,Long-Term Client,17.583333333333332,18299.854166666668,-23700.145833333332,4,night
125,206,39,965768,2014-07-27,IN,250/500,1000,1302.4,6000000,603948,MALE,JD,craft-repair,dancing,unmarried,47200,-69700,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,1598 3rd Drive,12,3,NO,2,3,YES,36300,3300,9900,23100,Ford,Escape,2013,N,Middle Aged,Long-Term Client,17.166666666666668,22357.86666666667,-13942.133333333331,2,day
